id,name,role,rating,reviews,location,experience,specialization,skills,availability,charges,chargeNum,phone,email,photo,bio,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text
79,Dr. Geetanjali Saxena,Dementia Care Nurse,4.9,356,Bhopal,15 yrs,Dementia Care|Elderly Care,Behavioral Management|Validation Therapy,Available,Rs1400,1400,+91 90090 66778,geetanjali.s@bmc.edu,https://randomuser.me/api/portraits/women/84.jpg,Specialized dementia care nurse for home settings,Rashmi G.,5,Transformed our home care approach,,,
80,Dr. Tushar Mehta,Urogynecologist,4.7,124,Ahmedabad,14 yrs,Elderly Care,Urinary Incontinence|Pelvic Floor Rehab,Available,Rs2000,2000,+91 98790 33221,tushar.mehta@shalby.org,https://randomuser.me/api/portraits/men/50.jpg,Urogynecologist for elderly women's health,Hemali S.,5,Incontinence much better now,,,
81,Dr. Sonali Phadke,Respiratory Therapist,4.5,112,Nagpur,8 yrs,Home Nursing|Elderly Care,CPAP Setup|Pulmonary Hygiene,Available,Rs800,800,+91 93733 99876,sonali.p@igmc.in,https://randomuser.me/api/portraits/women/38.jpg,Respiratory therapist for home CPAP and oxygen therapy,Vijay K.,4,Good CPAP support,,,
82,Dr. Arvind Singh,Orthopedic Physiotherapist,4.8,191,Delhi,11 yrs,Post Surgery Care|Elderly Care,Spine Rehab|Post-Fracture Rehab,Available,Rs1000,1000,+91 98112 77889,arvind.singh@blkmax.com,https://randomuser.me/api/portraits/men/65.jpg,Orthopedic physiotherapist for post-fracture recovery,Ram S.,5,Back to walking independently,,,
83,Dr. Rama Krishnan,Neuro Nurse Specialist,4.9,278,Chennai,16 yrs,Stroke Recovery|Post Surgery Care,Neurological Assessment|Seizure Management,Available,Rs1700,1700,+91 98409 33221,rama.k@neurocare.com,https://randomuser.me/api/portraits/women/55.jpg,Neuro nurse for home care of stroke patients,Vidya R.,5,Expert seizure management,,,
84,Dr. Kunal Sengupta,Gastroenterologist,4.8,267,Kolkata,18 yrs,Elderly Care,Colonoscopy|Liver Disease Management,Available,Rs2100,2100,+91 98303 44556,kunal.sengupta@amri.com,https://randomuser.me/api/portraits/men/87.jpg,Gastroenterologist for elderly digestive issues,Debashis M.,5,Colonoscopy was comfortable,,,
85,Dr. Priyanka Malhotra,Nutritionist,4.7,156,Gurgaon,8 yrs,Elderly Care|Wellness Care,Weight Management|Diabetic Diet,Available,Rs700,700,+91 98123 44556,priyanka.m@medanta.org,https://randomuser.me/api/portraits/women/42.jpg,Clinical nutritionist for elderly,Amit S.,4,Helpful diet plan,,,
86,Dr. Mohit Batra,Pain Management Specialist,4.9,324,Delhi,17 yrs,Palliative Care|Elderly Care,Chronic Pain Management|Nerve Blocks,Busy,Rs2200,2200,+91 98119 99876,mohit.batra@painfree.in,https://randomuser.me/api/portraits/men/49.jpg,Pain management specialist for chronic elderly pain,Sunita M.,5,Finally pain-free after years,,,
87,Dr. Lavanya Krishnamurthy,Obstetric Nurse,4.6,132,Bangalore,9 yrs,Home Nursing|Night Care,Postnatal Care|Breastfeeding Support,Available,Rs900,900,+91 99800 99876,lavanya.k@manipal.edu,https://randomuser.me/api/portraits/women/15.jpg,Postnatal nurse for home care after delivery,Divya S.,4,Supportive breastfeeding help,,,
88,Dr. Harishankar Dubey,General Surgeon,4.8,289,Patna,20 yrs,Post Surgery Care|Elderly Care,Laparoscopic Surgery|Hernia Repair,Available,Rs2000,2000,+91 93041 99887,harishankar.d@pmch.gov.in,https://randomuser.me/api/portraits/men/60.jpg,General surgeon for elderly hernia and gallbladder surgery,Sanjay K.,5,Quick recovery from hernia surgery,,,
89,Dr. Nupur Ghosh,Endocrinology Nurse,4.7,145,Kolkata,10 yrs,Elderly Care|Home Nursing,Insulin Pump|Thyroid Management,Available,Rs950,950,+91 98312 33221,nupur.ghosh@apollokolkata.com,https://randomuser.me/api/portraits/women/64.jpg,Endocrinology nurse for diabetic elderly,Sriparna B.,4,Helpful insulin management,,,
90,Dr. Rakesh Sharma,Pulmonologist,4.9,401,Chandigarh,22 yrs,Elderly Care|Post Surgery Care,Interventional Pulmonology|Thoracoscopy,Available,Rs2400,2400,+91 98765 99876,rakesh.sharma@pgimer.edu,https://randomuser.me/api/portraits/men/92.jpg,Senior pulmonologist at PGIMER,Amrit P.,5,Excellent lung cancer care,,,
91,Dr. Madhavi Reddy,Home Palliative Nurse,4.8,234,Hyderabad,12 yrs,Palliative Care|Night Care,Symptom Assessment|Family Counseling,Available,Rs1600,1600,+91 98490 44556,madhavi.r@hpca.in,https://randomuser.me/api/portraits/women/75.jpg,Palliative nurse for end-of-life home care,Ramesh K.,5,Compassionate support for family,,,
92,Dr. Abhay Joshi,Orthopedic Surgeon,4.9,512,Pune,24 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs3500,3500,+91 98220 99876,abhay.joshi@sancheti.com,https://randomuser.me/api/portraits/men/68.jpg,Senior orthopedic surgeon at Sancheti Hospital,Meena J.,5,Knee replacement excellent,,,
93,Dr. Shreya,Child Development Specialist,4.8,198,Delhi,10 yrs,Home Nursing,Developmental Assessment|Early Intervention,Available,Rs1500,1500,+91 98119 33221,charu.thakur@maxhealthcare.com,https://randomuser.me/api/portraits/women/36.jpg,Child development specialist for special needs children,Pooja A.,5,Great developmental support,,,
94,Dr. Vishal Sharma,Cardiothoracic Surgeon,5.0,678,Mumbai,26 yrs,Post Surgery Care,CABG|Valve Replacement,Available,Rs4500,4500,+91 98201 44556,vishal.sharma@asianheart.com,https://randomuser.me/api/portraits/men/93.md,Top cardiothoracic surgeon Mumbai,Deepak P.,5,Life-saving heart surgery,,,
95,Dr. Ritu Singh,Cancer Rehab Nurse,4.8,187,Delhi,11 yrs,Palliative Care|Post Surgery Care,Lymphedema Therapy|Post-Mastectomy Rehab,Available,Rs1500,1500,+91 98734 66778,ritu.singh@dharamshila.org,https://randomuser.me/api/portraits/women/87.jpg,Cancer rehab nurse for breast cancer survivors,Nidhi K.,5,Excellent post-surgery support,,,
96,Dr. Shantanu Mukherjee,Neurologist,4.9,423,Kolkata,21 yrs,Stroke Recovery|Dementia Care,Epilepsy Management|Parkinson's Care,Available,Rs2700,2700,+91 98310 99876,shantanu.m@neurokolkata.com,https://randomuser.me/api/portraits/men/54.jpg,Senior neurologist for movement disorders,Arup D.,5,Parkinson's now well managed,,,
97,Dr. Anuradha Nair,Geriatric Nurse,4.8,245,Thiruvananthapuram,14 yrs,Elderly Care|Dementia Care,Fall Prevention|Medication Management,Busy,Rs1100,1100,+91 94470 33221,anuradha.nair@prsgh.com,https://randomuser.me/api/portraits/women/92.jpg,Experienced geriatric nurse for home care,Sukumaran P.,5,Excellent fall prevention strategies,,,
98,Dr. Kiran Sethi,Physiotherapist,4.7,156,Chandigarh,9 yrs,Stroke Recovery|Post Surgery Care,Gait Training|Balance Therapy,Available,Rs800,800,+91 98158 44332,kiran.sethi@pgimer.edu,https://randomuser.me/api/portraits/women/28.jpg,Physiotherapist for post-stroke gait training,Gurpreet S.,4,Better walking now,,,
99,Dr. Ravi Shankar,Ayurvedic Consultant,4.7,289,Delhi,16 yrs,Elderly Care|Wellness Care,Panchakarma|Rasayana Therapy,Available,Rs1000,1000,+91 98105 66778,ravi.shankar@ayush.gov.in,https://randomuser.me/api/portraits/men/40.jpg,Ayurvedic expert for elderly rejuvenation,Rajeev M.,4,Good overall wellness improvement,,,
100,Dr. Namita Joshi,Wound Ostomy Nurse,4.9,198,Ahmedabad,13 yrs,Post Surgery Care|Home Nursing,Colostomy Care|Pressure Ulcer Prevention,Available,Rs1400,1400,+91 98790 99876,namita.joshi@shalby.org,https://randomuser.me/api/portraits/women/79.jpg,Wound ostomy nurse for home care,Nilesh P.,5,Expert colostomy care,,,
101,Dr. Subodh Kumar,Emergency Physician,4.8,278,Delhi,15 yrs,Emergency Care|Night Care,Acute Stroke Management|Trauma,Emergency,Rs3000,3000,+91 98110 99887,subodh.kumar@aiims.edu,https://randomuser.me/api/portraits/men/85.jpg,Emergency physician for home emergencies,Rajiv M.,5,Quick stroke response,,,
102,Dr. Kavya Prakash,Speech Therapist,4.6,98,Bangalore,7 yrs,Stroke Recovery,Cognitive Communication|Dysarthria Therapy,Available,Rs900,900,+91 99807 99876,kavya.prakash@nimhans.edu,https://randomuser.me/api/portraits/women/22.jpg,Speech therapist for post-stroke communication,Suresh B.,4,Improved speech clarity,,,
103,Dr. Ankit Jain,Cardiologist,4.9,389,Jaipur,18 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs2400,2400,+91 98292 99876,ankit.jain@ehcc.in,https://randomuser.me/api/portraits/men/30.jpg,Preventive cardiologist for elderly,Rajendra S.,5,Heart attack prevented,,,
104,Dr. Sharmila Das,Home Nursing Supervisor,4.8,267,Kolkata,20 yrs,Home Nursing|Elderly Care,Nurse Team Management|Quality Assurance,Available,Rs1800,1800,+91 98301 99876,sharmila.das@nursingcare.com,https://randomuser.me/api/portraits/women/66.jpg,Senior home nursing supervisor,Sandip G.,5,Excellent coordination of care,,,
105,Dr. Hemant Kulkarni,Respiratory Therapist,4.7,134,Pune,8 yrs,Home Nursing|Elderly Care,Oxygen Therapy|Spirometry,Available,Rs850,850,+91 90285 33221,hemant.k@rubyhall.com,https://randomuser.me/api/portraits/men/26.jpg,Respiratory therapist for home oxygen management,Shubhangi K.,4,Reliable oxygen support,,,
106,Dr. Alok Ranjan,Neurosurgeon,4.9,567,Patna,22 yrs,Post Surgery Care|Stroke Recovery,Spinal Surgery|Brain Tumor Resection,Available,Rs3800,3800,+91 93041 44556,alok.ranjan@igims.org,https://randomuser.me/api/portraits/men/88.md,Senior neurosurgeon at IGIMS Patna,Vijay S.,5,Spine surgery gave me my life back,,,
107,Dr. Sunita Menon,Oncology Nurse,4.8,234,Kochi,13 yrs,Palliative Care|Night Care,Chemotherapy Support|Stoma Care,Available,Rs1600,1600,+91 98460 99876,sunita.menon@astermedcity.com,https://randomuser.me/api/portraits/women/97.jpg,Oncology nurse for home palliative care,Jose K.,5,Compassionate chemo support,,,
108,Dr. Varun Khurana,Urologist,4.8,198,Gurgaon,16 yrs,Elderly Care,Prostate Surgery|Kidney Stone Laser,Available,Rs2200,2200,+91 98123 99876,varun.khurana@medanta.org,https://randomuser.me/api/portraits/men/72.md,Urologist for elderly prostate issues,Rajesh K.,5,Kidney stone removed successfully,,,
109,Dr. Mridula Sharma,Dementia Care Nurse,4.9,312,Delhi,14 yrs,Dementia Care|Elderly Care,Memory Exercises|Behavioral Interventions,Available,Rs1500,1500,+91 98734 99876,mridula.sharma@maxhealthcare.com,https://randomuser.me/api/portraits/women/58.jpg,Specialized dementia nurse for home care,Anupam S.,5,Great improvement in behavior,,,
110,Dr. Chetan Patel,Orthopedic Physiotherapist,4.7,145,Ahmedabad,10 yrs,Post Surgery Care|Elderly Care,Shoulder Rehab|Spine Rehab,Available,Rs900,900,+91 98790 44556,chetan.patel@shalby.org,https://randomuser.me/api/portraits/men/63.jpg,Orthopedic physiotherapist for joint rehab,Harshad S.,4,Shoulder mobility restored,,,
111,Dr. Ashwini Deshmukh,Diabetologist,4.8,278,Nagpur,15 yrs,Elderly Care|Home Nursing,Insulin Therapy|Diabetic Neuropathy,Available,Rs1300,1300,+91 93731 99876,ashwini.d@orangecity.com,https://randomuser.me/api/portraits/women/39.jpg,Diabetologist for elderly diabetes management,Vijay M.,5,Neuropathy improved significantly,,,
112,Dr. Pranav Agarwal,Gastroenterologist,4.9,345,Delhi,19 yrs,Elderly Care,ERCP|Liver Transplant Care,Available,Rs2600,2600,+91 98119 99876,pranav.agarwal@blkmax.com,https://randomuser.me/api/portraits/men/95.jpg,Senior gastroenterologist at BLK Max,Rajesh G.,5,Excellent ERCP procedure,,,
113,Dr. Roopa Nair,Cardiac Rehab Nurse,4.7,167,Chennai,9 yrs,Post Surgery Care,Exercise Prescription|Risk Factor Modification,Available,Rs1100,1100,+91 98410 99876,roopa.nair@apolloclinic.com,https://randomuser.me/api/portraits/women/46.jpg,Cardiac rehab nurse for post-angioplasty care,Kavitha S.,4,Good exercise guidance,,,
114,Dr. Sameer Shaikh,ENT Specialist,4.6,112,Mumbai,12 yrs,Elderly Care,Cochlear Implant|Nasal Endoscopy,Available,Rs1600,1600,+91 98204 99876,sameer.shaikh@hinduja.com,https://randomuser.me/api/portraits/men/74.jpg,ENT specialist for elderly hearing loss,Farzana B.,4,Better hearing with aids,,,
115,Dr. Padmini Rajan,Palliative Care Physician,4.9,456,Chennai,21 yrs,Palliative Care|Elderly Care,End-of-Life Care|Symptom Management,Busy,Rs2800,2800,+91 94440 99876,padmini.rajan@adyaar.org,https://randomuser.me/api/portraits/women/100.jpg,Leading palliative care physician Chennai,Shanti K.,5,Compassionate end-of-life care,,,
116,Dr. Nikhil Bansal,Rheumatologist,4.8,189,Indore,14 yrs,Elderly Care,Biologics|Rheumatoid Arthritis,Available,Rs1800,1800,+91 98270 99876,nikhil.bansal@chlahosp.com,https://randomuser.me/api/portraits/men/66.jpg,Rheumatologist for autoimmune arthritis,Pushpa S.,5,RA under control now,,,
117,Dr. Jyoti Singh,Home Ventilator Nurse,4.9,278,Delhi,15 yrs,Night Care|Post Surgery Care,Home Ventilator Management|Airway Clearance,Available,Rs2400,2400,+91 98113 99876,jyoti.singh@fortis.com,https://randomuser.me/api/portraits/women/83.jpg,Specialized home ventilator nurse,Rajiv A.,5,Reliable ventilator care,,,
118,Dr. Rameshwar Prasad,Geriatric Psychiatrist,4.8,234,Patna,18 yrs,Dementia Care|Elderly Care,Geriatric Depression|Psychopharmacology,Available,Rs1900,1900,+91 93040 99876,rameshwar.p@igims.org,https://randomuser.me/api/portraits/men/96.jpg,Geriatric psychiatrist for elderly mental health,Manju S.,5,Depression well managed,,,
119,Dr. Neeta Chaudhary,Nutritionist,4.6,123,Jaipur,7 yrs,Elderly Care|Wellness Care,Senior Nutrition|Weight Management,Available,Rs700,700,+91 98291 99876,neeta.chaudhary@ehcc.in,https://randomuser.me/api/portraits/women/14.jpg,Geriatric nutritionist for healthy aging,Rajni S.,4,Good diet advice,,,
120,Dr. Arvind Saxena,Cardiologist,4.9,512,Bhopal,24 yrs,Elderly Care|Post Surgery Care,Echocardiography|Stress Test,Available,Rs2500,2500,+91 90090 99876,arvind.saxena@bmc.edu,https://randomuser.me/api/portraits/men/43.jpg,Senior cardiologist at Bhopal Memorial,Rakesh J.,5,Excellent cardiac care,,,
121,Dr. Sujata Iyer,Physiotherapist,4.7,156,Thiruvananthapuram,8 yrs,Stroke Recovery|Post Surgery Care,Aquatic Therapy|Neuro Rehab,Available,Rs850,850,+91 94950 99876,sujata.iyer@prsgh.com,https://randomuser.me/api/portraits/women/50.jpg,Physiotherapist for aquatic neuro rehab,George P.,4,Good improvement in mobility,,,
122,Dr. Gagan Deep,Emergency Nurse,4.8,223,Chandigarh,11 yrs,Night Care,Emergency Triage|ACLS,Available,Rs2000,2000,+91 98765 99876,gagan.deep@pgimer.edu,https://randomuser.me/api/portraits/men/18.jpg,Emergency nurse for home critical care,Simran K.,5,Rapid emergency response,,,
123,Dr. Uma Shankar,Ayurvedic Consultant,4.7,178,Hyderabad,15 yrs,Elderly Care,Herbal Remedies|Detox Therapy,Available,Rs900,900,+91 98490 99876,uma.shankar@ayush.gov.in,https://randomuser.me/api/portraits/women/76.jpg,Ayurvedic consultant for elderly wellness,Ravi K.,4,Good herbal treatment,,,
124,Dr. Siddharth Mehta,Oncologist,4.9,567,Mumbai,22 yrs,Palliative Care|Post Surgery Care,Targeted Therapy|Immunotherapy,Available,Rs3800,3800,+91 98200 99876,siddharth.mehta@tatahospital.com,https://randomuser.me/api/portraits/men/99.md,Senior oncologist at Tata Hospital Mumbai,Sunil G.,5,Excellent cancer treatment,,,
125,Dr. Veena Kumari,Wound Care Specialist,4.8,198,Bangalore,11 yrs,Post Surgery Care|Home Nursing,Chronic Wound Management|Laser Therapy,Available,Rs1300,1300,+91 99807 99876,veena.kumari@manipal.edu,https://randomuser.me/api/portraits/women/59.jpg,Wound care specialist for diabetic ulcers,Prakash R.,5,Healed wound in 4 weeks,,,
126,Dr. Prakash Jha,Neurosurgeon,5.0,678,Delhi,28 yrs,Post Surgery Care|Stroke Recovery,Minimally Invasive Neurosurgery,Available,Rs4500,4500,+91 98110 33221,prakash.jha@aiims.edu,https://randomuser.me/api/portraits/men/97.md,Top neurosurgeon AIIMS Delhi,Sudha M.,5,Life-saving brain surgery,,,
127,Dr. Sangeeta Rawat,Home Nursing Specialist,4.8,267,Dehradun,12 yrs,Home Nursing|Elderly Care,IV Therapy|Catheter Care,Available,Rs1000,1000,+91 98370 99876,sangeeta.rawat@hfn.org,https://randomuser.me/api/portraits/women/32.jpg,Experienced home nursing specialist,Rajesh P.,5,Excellent catheter care,,,
128,Dr. Lalit Sharma,Pulmonologist,4.9,345,Delhi,20 yrs,Elderly Care|Post Surgery Care,Interstitial Lung Disease|Sleep Apnea,Available,Rs2300,2300,+91 98112 99876,lalit.sharma@medanta.org,https://randomuser.me/api/portraits/men/75.jpg,Pulmonologist for ILD and sleep apnea,Nisha K.,5,Sleep apnea resolved,,,
129,Dr. Anjali Menon,Speech Therapist,4.7,123,Kochi,8 yrs,Stroke Recovery|Elderly Care,Swallowing Therapy|Aphasia Rehab,Available,Rs900,900,+91 98460 44556,anjali.menon@amrita.edu,https://randomuser.me/api/portraits/women/81.jpg,Speech therapist for dysphagia post-stroke,Thomas P.,4,Safe swallowing now,,,
130,Dr. Rohan Khanna,Orthopedic Surgeon,4.9,456,Delhi,21 yrs,Post Surgery Care|Elderly Care,Total Knee Replacement|Arthroscopy,Available,Rs3200,3200,+91 98113 44556,rohan.khanna@fortis.com,https://randomuser.me/api/portraits/men/20.jpg,Senior orthopedic surgeon Fortis Delhi,Geeta S.,5,Excellent knee replacement,,,
131,Dr. Kalyani Deshpande,Diabetes Educator,4.6,112,Pune,7 yrs,Elderly Care|Home Nursing,Glycemic Control|Lifestyle Modification,Available,Rs750,750,+91 90282 99876,kalyani.d@rubyhall.com,https://randomuser.me/api/portraits/women/70.jpg,Diabetes educator for elderly,Anil K.,4,Good diabetes management tips,,,
132,Dr. Sanjay Mishra,Gastroenterologist,4.8,267,Lucknow,17 yrs,Elderly Care,GI Endoscopy|IBD Management,Available,Rs1900,1900,+91 94150 99876,sanjay.mishra@sgpgi.ac.in,https://randomuser.me/api/portraits/men/94.jpg,Gastroenterologist at SGPGI Lucknow,Shailendra S.,5,Excellent endoscopy service,,,
133,Dr. Megha Bhat,Cardiac Rehab Specialist,4.7,145,Bangalore,9 yrs,Post Surgery Care,Cardiac Rehabilitation|Lifestyle Counseling,Available,Rs1400,1400,+91 99800 99876,megha.bhat@manipal.edu,https://randomuser.me/api/portraits/women/98.jpg,Cardiac rehab specialist for post-bypass patients,Shyam K.,4,Good rehab program,,,
134,Dr. Naveen Reddy,Nephrologist,4.9,389,Hyderabad,20 yrs,Elderly Care|Post Surgery Care,Home Hemodialysis|Kidney Transplant,Available,Rs2800,2800,+91 98490 44556,naveen.reddy@yashoda.com,https://randomuser.me/api/portraits/men/80.jpg,Senior nephrologist Yashoda Hospital,Satish P.,5,Excellent transplant care,,,
135,Dr. Chitra Subramaniam,Palliative Nurse,4.8,223,Chennai,13 yrs,Palliative Care|Night Care,Pain Assessment|Breathlessness Management,Available,Rs1500,1500,+91 98410 44556,chitra.sub@adyaar.org,https://randomuser.me/api/portraits/women/43.jpg,Palliative nurse for home care,Lakshmi K.,5,Compassionate symptom management,,,
136,Dr. Ashish Gupta,Urologist,4.8,198,Gurgaon,15 yrs,Elderly Care,BPH Surgery|Laser Prostatectomy,Available,Rs2100,2100,+91 98123 44556,ashish.gupta@medanta.org,https://randomuser.me/api/portraits/men/24.md,Urologist for elderly BPH,Ramesh C.,5,BPH surgery successful,,,
137,Dr. Vandana Singh,Home Ventilator Nurse,4.9,267,Noida,14 yrs,Night Care|Post Surgery Care,Tracheostomy Care|Ventilator Monitoring,Emergency,Rs2300,2300,+91 98734 44556,vandana.singh@maxhealthcare.com,https://randomuser.me/api/portraits/women/73.jpg,Home ventilator nurse specialist,Rajesh K.,5,Expert ventilator care,,,
138,Dr. Sunil Yadav,Physiotherapist,4.7,134,Jaipur,10 yrs,Stroke Recovery|Post Surgery Care,Neurodevelopmental Therapy,Gait Training,Available,Rs800,800,+91 98292 44556,sunil.yadav@fortisjaipur.com,https://randomuser.me/api/portraits/men/17.jpg,Neuro physiotherapist for stroke recovery,Kamal S.,4,Better gait now,,,
139,Dr. Ruchi Verma,Nutritionist,4.6,98,Delhi,6 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs650,650,+91 98119 44556,ruchi.verma@maxhealthcare.com,https://randomuser.me/api/portraits/women/21.jpg,Clinical nutritionist for elderly,Meera G.,4,Helpful diet plan,,,
